51302214684,cga,257,200
51302232942,dcc,220,88
51302259264,dda,27,38
51302287058,dcf,84,100
51302306359,dfg,23,74
51302313874,ggf,80,252
51302348756,aae,13,269
51302351937,ggb,41,140
51302357632,gcb,276,210
51302446985,bfa,219,202
51302449355,eff,204,203
51302453823,cda,268,204
51302459867,eaa,172,62
51302490833,eeg,61,74
51302512564,dcd,57,241
51302552401,geg,21,263
51302613618,acd,167,106
51302620663,eec,91,8
51302628221,ffg,80,15
51302637232,fce,22,170
51302686851,gbf,233,51
51302721654,bce,266,249
51302734577,fcc,159,32
51302744498,daf,173,33
51302792770,gge,226,39
51302796149,dcc,139,89
51302796318,ecb,37,24
51302800492,bde,286,257
51302800672,fca,39,256
51302816528,dga,119,283
51302826352,fbd,232,112
51302850493,cae,159,262
51302854761,gbc,87,48
51302922107,ebg,244,177
51302942987,ecb,48,22
51302948527,ecd,263,103
51302953262,fga,110,7
51302962330,dab,111,255
51302983741,baa,181,57
51302991040,fdf,227,77
51303041166,aca,4,91
51303051296,bde,137,274
51303178256,eba,229,212
51303190411,aaf,2,114
51303209580,dab,9,298
51303256755,fcd,274,62
51303311771,edd,82,199
51303348372,gfc,90,181
51303365704,gce,177,299
51303371920,fea,52,287
51303391552,dee,176,197
51303392699,beb,141,164
51303408220,fcd,76,58
51303439935,bfg,272,301
51303456143,fba,214,288
51303471251,cbf,76,270
51303471513,ddd,228,97
51303490149,cgc,135,212
51303536155,fec,52,140
51303548205,gge,251,41
51303583507,bfe,205,36
51303684415,dgc,210,66
51303690913,dag,124,235
51303691357,gcf,21,274
51303707559,abe,63,195
51303722947,gad,197,202
51303727395,cgd,83,141
51303727497,geg,209,231
51303730065,gfc,6,184
51303740292,edb,261,195
51303759884,dce,86,134
51303777078,fbg,41,250
51303783327,cad,210,105
51303784594,eeg,138,70
51303785870,gfa,54,118
51303810094,beg,186,202
51303822446,fdf,255,67
51303851004,eda,284,222
51303898553,fdc,140,219
51303905915,ede,120,69
51303918718,eda,47,186
51303947014,ggb,139,148
51303951471,gbe,39,269
51303984450,egg,112,56
51303989642,dbe,270,114
51303991500,ebc,65,147
51303992321,gaa,30,264
51304010141,gba,219,90
51304013838,afa,258,17
51304015114,cab,183,293
51304027637,ded,201,275
51304077705,fgd,268,190
51304086615,agc,258,21
51304090460,ace,248,192
51304119988,ggd,278,175
51304195223,cdg,183,53
51304215146,efa,229,84
51304229664,aba,209,189
51304255837,cfe,294,65
51304288225,cge,49,10
51304288765,fcb,194,261
51304305880,dfb,238,276
51304313969,dfd,277,98
51304326236,fcd,229,54
51304355177,fee,19,189
51304362220,deg,139,60
51304373237,def,35,174
51304404141,bbc,45,279
51304408977,cdf,130,7
51304411592,bfb,291,237
51304429791,cab,137,287
51304442150,bga,262,55
51304448419,ecc,125,143
51304496716,aeb,42,200
51304500393,cdd,128,218
51304528489,ebc,162,161
51304597576,ddb,138,89
51304628216,ebd,174,16
51304667004,add,57,138
51304670419,dba,52,198
51304704050,bba,285,40
51304743287,beg,106,226
51304744886,cdf,46,6
51304774120,adc,67,43
51304781388,baf,65,233
51304787476,bdb,153,36
51304802105,gcc,238,241
51304840253,ggc,115,282
51304878682,abb,37,36
51304912242,aeg,251,216
51304916975,ffb,218,90
51304940894,afc,99,151
51304954997,bgg,118,248
51304961746,bbb,8,221
51304966995,eff,298,215
51304968193,gea,124,45
51304992879,afe,265,217
51305047591,dgd,70,175
51305078797,ccb,282,281
51305101549,dgc,285,54
51305125924,afb,155,267
51305126664,cgd,85,117
51305154179,ccc,62,12
51305155501,fdb,214,22
51305163661,cbb,109,114
51305171197,gbf,225,45
51305185222,cbc,111,223
51305194433,ade,100,40
51305205961,dfc,183,131
51305212875,deg,287,63
51305241654,geb,269,22
51305278548,dcg,29,93
51305292642,bff,169,46
51305329892,acg,31,27
51305330083,ggc,249,228
51305370087,adb,37,53
51305411541,gec,73,270
51305420657,eca,256,81
51305424147,gde,76,89
51305442966,ace,238,182
51305456651,efd,129,240
51305535042,cdb,295,263
51305547337,def,155,147
51305560064,bcd,48,223
51305570801,cgf,248,249
51305588239,dgf,135,228
51305592433,ddb,113,91
51305599199,dbd,114,255
51305607044,fdg,59,178
51305612168,acc,278,304
51305615837,eae,287,272
51305636394,gfe,38,143
51305644774,bcc,49,99
51305723775,fda,36,139
51305728975,eed,60,191
51305752737,fed,151,140
51305791605,aca,282,75
51305806505,aab,55,253
51305813084,efc,162,212
51305832915,fdd,127,248
51305835900,baf,133,258
51305851004,gdd,133,283
51305869286,fdb,253,26
51305906962,egd,215,185
51305907924,baa,164,62
51305914523,bad,292,155
51305935224,ecd,50,91
51305949253,aga,115,52
51305964425,eff,41,195
51306000959,gag,161,81
51306017061,ggf,270,299
51306022744,dfb,25,276
51306037077,afc,166,141
51306041200,deb,239,129
51306044710,gdc,125,221
51306061564,edb,63,216
51306113591,bbe,295,92
51306126735,daf,195,29
51306137274,dfb,255,259
51306154408,fcd,192,54
51306155194,bca,11,53
51306185586,cef,19,286
51306201326,deb,244,109
51306224129,ecd,115,107
51306225023,agg,153,76
51306232820,cac,101,110
51306239705,ecd,274,92
51306254289,aef,29,102
51306270346,dge,121,13
51306287449,dbf,70,167
51306295157,caa,158,238
51306301113,bfc,151,279
51306312983,add,268,118
51306335860,abg,284,118
51306341305,bdg,180,312
51306344267,eda,287,189
51306397855,cad,153,119
51306398639,cag,211,138
51306412706,eef,126,272
51306416670,ddd,104,97
51306436850,dbc,284,166
51306440737,dgc,205,56
51306456249,fcf,274,21
51306460767,ddf,186,85
51306483558,bfb,127,227
51306494164,bgc,19,13
51306506853,bcf,183,118
51306512594,edc,45,69
51306520579,gee,38,52
51306545044,gbg,297,245
51306609296,ecg,274,118
51306622561,fbd,288,128
51306699890,fbc,198,95
51306719333,cfd,147,180
51306720024,gaf,82,187
51306722919,dad,162,281
51306748365,aed,64,36
51306750735,ccf,139,161
51306765646,faa,249,13
51306774624,cfg,255,110
51306804122,ead,132,278
51306830464,adf,255,61
51306839187,gfd,241,265
51306842322,gfb,213,239
51306850151,dfb,237,253
51306859661,efb,213,171
51306859838,dae,281,178
51306870945,dbf,270,133
51306876826,gdb,155,208
51306900077,cce,183,255
51306901396,bga,130,55
51306912075,ega,280,138
51306913197,gfa,230,133
51306971402,ebb,294,27
51306971511,ffd,222,110
51306978453,ecg,1,122
51306993236,dde,10,211
51307002662,eeb,33,289
51307024359,abg,187,97
51307043367,dfe,241,7
51307073519,cge,248,8
51307076671,acg,285,25
51307077531,bca,106,45
51307078427,ged,63,281
51307098800,fgc,111,20
51307126708,fbb,63,30
51307151810,fed,251,151
51307165605,bed,231,44
51307170293,bae,263,242
51307182772,gcg,273,184
51307185448,aba,45,206
51307204167,gff,199,147
51307257204,cca,124,112
51307257393,fgg,261,118
51307282988,aff,151,30
51307311923,gee,95,48
51307313085,ecc,8,134
51307322474,bbd,149,111
51307347181,dcb,131,123
51307372495,aec,188,7
51307377010,agb,190,203
51307385296,bcg,290,181
51307396459,fad,87,148
51307413192,eab,193,192
51307419547,gge,87,36
51307435309,acc,163,322
51307444208,bgd,62,226
51307471316,abd,3,5
51307491883,eeg,108,78
51307515932,cga,69,188
51307543245,dbb,33,10
51307550471,gga,6,289
51307568626,dfb,128,301
51307569019,agd,279,165
51307586298,baa,50,73
51307599424,dfe,213,8
51307608258,bfg,80,261
51307625351,gab,142,49
51307638728,efg,77,284
51307648652,age,133,210
51307669371,gfg,250,23
51307679473,fab,39,5
51307679788,fad,228,162
51307681993,cec,112,203
51307699854,gdf,116,185
51307704587,adf,145,63
51307732785,dfb,155,288
51307738091,ebd,35,15
51307744365,ceb,289,148
51307763821,ega,191,151
51307768774,gfd,199,238
51307791502,aab,103,263
51307791624,bbf,99,257
51307804565,cba,256,58
51307843671,eac,180,121
51307852590,edb,197,224
51307884908,ced,173,259
51307912133,efg,187,261
51307923964,gca,156,14
51307945098,aag,8,125
51307955714,aef,155,94
51307962219,ddg,79,129
51307964985,cfc,156,74
51307986520,agf,231,281
51307992437,eea,211,54
51308009354,dec,79,173
51308011576,dea,143,65
51308015871,fgf,99,113
51308019391,ccd,8,269
51308029245,dad,160,269
51308045718,ggg,105,56
51308111273,cfa,40,181
51308114458,fgd,79,186
51308114705,cbd,44,166
51308117424,ecf,167,18
51308119614,dab,144,250
51308125575,fge,65,146
51308129135,ege,269,116
51308131214,aaf,239,107
51308136439,ddb,49,78
51308201107,fef,147,252
51308201584,ada,116,114
51308203734,ffd,46,89
51308217570,aag,159,127
51308225016,ebf,39,107
51308246036,acd,156,113
51308247626,gae,74,185
51308281524,gef,292,72
51308295090,faf,22,209
51308319356,egc,154,161
51308341746,gdg,104,242
51308367734,eaf,246,97
51308373029,cea,207,229
51308403754,gcg,192,196
51308407914,abc,217,173
51308424603,egg,106,66
51308434820,aaf,213,127
51308452756,aec,244,7
51308452934,aee,277,147
51308461824,fgf,149,109
51308482485,cgb,128,28
51308490131,gbb,226,28
51308496258,dce,35,150
51308501513,ead,17,272
51308503176,daa,69,228
51308519225,dea,30,65
51308524864,fbf,182,68
51308560147,caf,211,150
51308562324,ffa,111,224
51308567133,gcf,11,301
51308579403,dgg,156,158
51308581567,feb,136,188
51308596763,eag,61,234
51308600614,cag,88,143
51308610408,eab,284,178
51308617618,edg,5,286
51308642180,gbg,230,230
51308676495,bda,160,265
51308684569,acb,184,81
51308723359,bbg,48,113
51308739051,bac,252,263
51308762473,afb,129,317
51308771186,dda,238,43
51308780128,afd,128,151
51308788030,dca,158,211
51308802997,bab,229,107
51308816552,bag,132,30
51308852673,fbe,128,9
51308854197,age,45,178
51308861358,fcd,62,54
51308873092,bdd,215,7
51308874008,bef,282,145
51308877273,bgf,225,269
51308889220,ddc,69,196
51308903231,cde,174,19
51308920364,dbf,151,155
51308937889,ffe,150,74
51308938018,bef,297,165
51308939876,gac,77,22
51308940702,efd,77,261
51308956313,bdc,275,211
51308958047,gec,101,237
51308964650,fga,227,7
51308975504,cbf,247,226
51308990790,efe,171,177
51308998804,eee,170,215
51309020555,dbf,119,128
51309023410,gae,170,214
51309029060,cda,206,181
51309032098,bfe,181,39
51309064238,efg,290,255
51309117647,aea,136,173
51309122024,bcf,64,119
51309159189,eec,41,9
51309159918,aac,163,203
51309167670,bdf,206,164
51309172877,ebe,225,15
51309173374,cbg,201,12
51309193519,fgb,38,278
51309196417,fcg,28,101
51309196723,ebg,200,201
51309208570,aad,88,141
51309224181,aeb,123,214
51309249972,bfd,217,183
51309256735,bfa,164,171
51309259972,bec,142,42
51309272131,edg,256,306
51309281263,cfe,17,52
51309296715,fed,140,125
51309317590,feg,115,209
51309323075,eaa,169,57
51309329987,ebg,164,196
51309339531,deb,177,129
51309341632,gag,218,81
51309348923,fea,61,269
51309359842,dgb,179,269
51309389440,egf,120,9
51309400826,geb,54,23
51309414224,ecf,226,16
51309418287,gag,196,73
51309420675,ddf,27,71
51309442328,fae,244,220
51309447511,cfb,238,198
51309461072,fcc,22,32
51309471128,bgb,100,30
51309492132,fff,131,198
51309497928,gbe,66,215
51309518153,ddc,6,201
51309534124,dff,14,245
51309535285,gge,77,37
51309545018,ece,147,278
51309546290,cee,239,190
51309550206,gae,5,218
51309558087,bcb,267,19
51309571048,ceg,157,267
51309579934,gde,270,80
51309588908,edf,70,104
51309597236,agf,46,264
51309609748,ccg,273,115
51309621102,fdf,65,62
51309621862,gfc,42,169
51309628401,dff,112,284
51309649999,gda,40,83
51309657263,ece,297,311
51309681778,gcd,38,42
51309683448,ffc,231,178
51309691516,deg,29,74
51309723621,aad,47,119
51309729002,fde,32,251
51309730657,dfa,70,249
51309734711,edd,267,171
51309738705,bbd,265,97
51309740162,cdc,137,175
51309745624,cab,264,332
51309777960,adg,249,231
51309780043,ccb,32,252
51309820902,aed,169,41
51309826036,afg,37,223
51309848733,ccg,239,125
51309875957,bge,152,224
51309880701,bea,186,56
51309883489,add,233,136
51309890970,fef,96,226
51309897998,bcb,121,17
51309939011,dac,53,156
51309939313,cae,43,306
51309939370,egb,152,149
51309950586,bcb,80,18
51309954050,bde,105,293
51309970114,fda,298,111
51309970558,abe,292,226
51309986583,fac,70,121
51309991618,cae,180,345
51310002387,gef,248,79
51310037302,acg,119,22
51310041693,gcg,184,180
51310094707,gdf,50,188
51310100412,bfb,49,188
51310105355,eba,224,250
51310107089,aed,16,33
51310126358,efb,242,155
51310131128,fce,55,159
51310161088,baa,270,66
51310198184,gbc,180,55
51310212332,dcf,285,101
51310239140,faa,67,13
51310239715,fga,282,6
51310241971,afc,236,163
51310271635,gae,73,246
51310290290,ffg,209,14
51310292264,aeg,109,190
51310311304,abf,235,47
51310317866,dbg,211,12
51310318904,gaf,88,222
51310330992,aeb,63,237
51310359445,gbd,144,167
51310374168,aaa,140,117
51310380536,ced,84,217
51310382744,ebf,83,123
51310404171,fbg,126,270
51310444920,aae,160,236
51310481380,acb,298,68
51310496573,gcb,214,197
51310533266,bbf,65,295
51310550052,acb,141,56
51310554888,aad,207,136
51310566225,bef,51,178
51310568020,gee,151,57
51310631595,cbb,20,129
51310636939,fbb,273,34
51310640289,beb,230,173
51310643554,fag,265,64
51310666181,fdg,259,147
51310683341,fga,218,5
51310693124,dcd,187,245
51310707275,cac,23,88
51310710811,cbe,44,196
51310719735,ebd,119,13
51310740460,fdd,105,255
51310782543,gde,247,93
51310807075,bee,220,181
51310808769,dag,136,256
51310847927,abf,5,45
51310873370,dee,197,189
51310884841,bed,16,46
51310910629,bfc,299,237
51310922399,ccd,82,285
51310930282,baf,295,221
51310933060,efc,106,201
51310947607,ebg,13,225
51310966347,bfd,241,212
51310986930,cff,205,215
51310990362,bad,237,175
51310994224,acf,137,180
51311000842,dad,150,242
51311003476,dcg,25,104
51311030191,edc,186,76
51311071145,cae,72,382
51311104045,adb,144,56
51311127754,dde,116,206
51311144050,ebf,247,129
51311164299,ddf,11,76
51311180700,dcc,29,95
51311218887,ded,55,316
51311233230,eff,164,200
51311233904,gab,23,41
51311238136,faf,233,198
51311283434,aae,169,259
51311291113,eaa,162,51
51311293740,dea,23,75
51311301745,dfg,108,68
51311314595,ceb,180,150
51311314636,bac,34,289
51311332590,gff,237,161
51311384223,bfa,92,194
51311387674,fee,45,170
51311396601,fca,242,215
51311409179,cgg,237,270
51311411269,ged,141,334
51311411387,dgg,214,131
51311417509,bba,91,34
51311444453,gfd,78,259
51311459053,cea,39,247
51311461198,abc,165,185
51311527011,bfg,184,211
51311536793,gcc,165,204
51311589367,bcb,95,20
51311644315,ecb,133,21
51311654952,aca,174,82
51311671559,dce,123,145
51311684581,gea,186,38
51311695910,aag,8,144
51311723869,fdc,114,194
51311726882,bbe,167,74
51311747152,cae,40,401
51311757781,cea,68,244
51311802473,gad,286,179
51311837201,bdc,114,181
51311839165,abd,136,5
51311844969,gaa,149,266
51311867732,ace,109,182
51311868776,dgc,65,50
51311899894,cdf,218,6
51311900946,fcb,164,307
51311905259,agg,246,63
51311950557,efc,42,164
51311963860,cgd,113,101
51311967395,bde,267,322
51311988616,bcd,160,263
51312015964,ede,237,73
51312016128,dad,55,198
51312023696,eab,169,174
51312032577,ccf,119,140
51312062021,ggc,63,253
51312073032,cbe,242,211
51312074650,cfb,289,233
51312083007,ffb,178,74
51312088509,cgd,200,116
51312107673,fae,191,200
51312114019,agc,108,17
51312124200,caa,112,278
51312133361,gbf,225,52
51312163759,bad,28,185
51312177305,cdb,107,255
51312209273,edg,134,330
51312220820,afe,155,190
51312247722,fdf,108,58
51312274386,geg,246,219
51312275117,bce,266,293
51312293985,ddb,50,80
51312297632,bge,271,226
51312337097,dge,54,14
51312346643,gcg,254,144
51312347604,beg,185,250
51312386404,afd,153,154
51312387348,bac,117,335
51312408320,aag,205,164
51312427359,ege,14,98
51312431989,gaf,263,213
51312449817,cef,33,286
51312456763,cea,172,287
51312473042,bbb,1,183
51312495081,gdd,245,316
51312497691,feb,241,197
51312532785,afc,24,192
51312534720,fbb,235,31
51312539551,abb,145,30
51312541866,abg,155,81
51312544073,dcc,58,113
51312572830,feb,132,230
51312586948,efa,143,69
51312588861,gfe,205,120
51312632299,aac,165,233
51312636234,fed,213,121
51312637280,dgd,192,162
51312674319,gce,289,284
51312733909,dga,238,291
51312738943,ggd,111,176
51312750516,cdf,149,6
51312768671,fec,160,135
51312778697,bdg,262,355
51312795040,ecf,50,16
51312815606,fab,188,5
51312824525,aca,176,86
51312832644,ggc,14,265
51312838219,fgb,179,247
51312870246,eca,202,89
51312870256,cdd,170,250
51312878831,ffc,230,190
51312882089,fbb,90,34
51312882684,bff,32,43
51312893926,bfb,79,204
51312904327,bgc,145,14
51312916796,faf,124,225
51312933726,aad,207,153
51312936822,gdb,128,241
51312951026,fec,6,151
51312955404,bdb,52,37
51312985711,gcf,46,276
51312999837,gec,105,282
51313023616,eba,65,265
51313032530,bde,24,260
51313037284,fba,64,299
51313050321,gbg,127,241
51313059648,bfc,141,218
51313060388,eae,261,233
51313087837,cgc,21,192
51313126900,cdg,171,45
51313139450,ggb,289,146
51313186020,fbd,21,124
51313194562,dbd,223,242
51313196863,gdc,140,201
51313213449,dbe,79,115
51313213534,agb,144,184
51313222787,caf,13,150
51313225421,eag,214,224
51313233893,adf,113,51
51313262608,acc,136,286
51313273266,deb,220,125
51313276917,fba,154,284
51313278804,gcg,17,142
51313280477,fbc,183,90
51313312433,fbb,208,30
51313323211,dbc,290,132
51313345339,ged,177,277
51313351458,acf,4,203
51313353066,aee,154,136
51313356491,ecc,62,119
51313359070,gac,5,25
51313360339,dbe,96,131
51313362482,cfc,201,75
51313440828,dab,59,207
51313467366,bac,83,335
51313498783,dgb,299,255
51313503542,edf,79,118
51313531138,dgd,253,174
51313565327,ede,274,74
51313573454,bab,21,114
51313579202,dde,62,222
51313580372,cad,135,114
51313597391,ddg,207,144
51313601065,afa,206,18
51313621055,dcg,291,109
51313636974,ddg,256,145
51313641799,dgf,94,243
51313642628,bcg,136,191
51313660790,ade,5,33
51313673383,dbf,276,143
51313695931,afg,76,240
51313728103,eec,212,9
51313742947,eed,72,196
51313757052,fec,14,138
51313770947,fag,189,76
51313795773,ecc,10,135
51313809648,fbf,254,77
51313822452,dbf,54,145
51313823636,gbc,17,56
51313832988,cbc,282,260
51313842076,dgg,139,133
51313845766,bga,43,50
51313849489,aba,253,208
51313859890,cbf,32,244
51313869299,gag,216,71
51313884593,dfe,182,7
51313922385,bec,207,33
51313950187,fac,23,106
51313959862,gba,137,89
51313991106,dba,93,219
51313993838,fce,130,127
51314026072,eaf,287,96
51314052324,afg,97,264
51314061706,ccc,133,10
51314077075,gbb,27,33
51314091049,adc,83,42
51314157631,aef,158,80
51314178417,bcc,102,111
51314179223,abb,102,24
51314182801,bge,167,259
51314198639,bbc,115,228
51314207296,eab,26,205
51314263463,bcd,275,307
51314270631,abf,17,49
51314303903,fga,294,5
51314311814,dfd,29,105
51314325486,dab,67,184
51314326688,dcb,253,138
51314347125,fbb,39,35
51314348830,fdb,246,29
51314367466,cdc,229,168
51314368559,dcf,139,116
51314376748,fdg,58,124
51314416053,cba,103,63
51314431717,ebf,127,125
51314436105,bgg,31,277
51314440068,eda,275,192
51314444367,efe,160,175
51314447625,aec,198,6
51314466238,dcd,151,227
51314469827,eed,233,223
51314487541,fff,232,180
51314525938,ebc,143,170
51314537121,bcb,28,19
51314586124,fab,107,5
51314617016,bbg,217,102
51314618728,bfa,154,164
51314632111,fff,43,210
51314645300,fgc,245,20
51314647070,cac,87,96
51314670590,ebe,110,15
51314673123,fcf,281,20
51314678455,age,259,142
51314688606,dae,275,147
51314694037,bac,81,341
51314735554,dfc,220,146
51314754807,ebf,65,118
51314759781,aaf,241,111
51314776683,bcb,3,18
51314784210,eef,237,258
51314790095,fcb,102,331
51314801496,bac,7,358
51314825509,cca,237,132
51314833007,bbe,184,77
51314840952,cfc,256,83
51314883835,eee,140,221
51314896001,ggg,102,64
51314900027,eea,131,49
51314908800,cfe,63,47
51314931115,fad,283,137
51314939708,fea,212,271
51314953930,eec,247,7
51314959551,bca,68,39
51314980204,ece,136,267
51314980389,gcb,142,189
51314983102,agd,64,150
51314991498,ded,190,325
51314994388,dfb,10,250
51315012102,gfa,113,148
51315025651,aaa,266,133
51315069113,ffb,289,85
51315124320,ecd,295,82
51315129129,fgf,253,129
51315149526,adb,13,49
51315177145,deg,292,62
51315181322,efe,268,143
51315189970,fde,295,248
51315221574,gcf,59,281
51315252810,bag,169,25
51315277634,cfb,63,239
51315288370,bgd,136,221
51315294871,fae,154,196
51315300164,gga,159,303
51315336843,aac,141,198
51315346731,dff,68,269
51315351721,efb,47,172
51315363988,cce,227,255
51315375144,gba,143,85
51315384327,def,17,155
51315394993,age,134,157
51315442970,cgf,160,291
51315483861,aea,127,157
51315531004,bdf,65,159
51315537853,bdc,36,179
51315553208,cbe,95,251
51315561538,afa,253,18
51315569177,gfb,132,258
51315575850,dad,244,196
51315599276,fff,217,226
51315609347,aga,274,48
51315653819,fcb,287,367
51315659468,dea,139,72
51315662615,egd,259,168
51315667846,acd,24,97
51315668811,bfc,112,211
51315673563,ebb,49,24
51315679351,egb,187,134
51315715527,ddd,222,112
51315748009,cee,173,222
51315764328,ccd,188,259
51315773584,cfg,274,97
51315774326,cee,144,224
51315779955,eac,178,140
51315793043,cfe,267,53
51315809305,daf,189,23
51315815537,gfc,128,152
51315820819,afg,278,240
51315838845,dee,211,190
51315856221,edc,287,63
51315881288,acc,124,263
51315900275,ggf,71,260
51315900753,dcd,211,206
51315901165,geb,159,26
51315921339,gab,71,36
51315924145,dde,31,215
51315931101,fdg,279,114
51315940551,bfd,212,207
51315950165,edc,46,59
51316004552,fea,287,230
51316019828,bed,184,52
51316022221,dec,129,141
51316049297,efd,262,263
51316058502,dca,36,236
51316081218,ced,111,201
51316091364,fae,31,188
51316096633,cgb,67,28
51316107929,efg,16,260
51316109822,cgd,107,93
51316114158,fbe,201,9
51316117877,cge,225,7
51316119538,fgb,190,251
51316132894,adf,193,42
51316137290,dag,115,230
51316146594,egg,75,67
51316147090,dgd,125,187
51316148038,gcd,213,40
51316160667,ffc,100,184
51316162596,gfg,103,24
51316172254,ace,119,185
51316180189,gbg,177,267
51316219656,fdc,128,157
51316256942,eab,112,164
51316265231,afb,172,364
51316278913,cfa,176,161
51316287966,ebc,121,151
51316294647,ceg,207,229
51316297884,fgf,47,129
51316301537,ada,133,101
51316314122,agf,134,298
51316355383,bdb,275,36
51316409638,gdd,205,325
51316438599,gae,151,282
51316439542,aff,141,26
51316450887,bcf,88,130
51316502269,fdg,167,117
51316503394,aab,188,302
51316519524,cfd,43,151
51316579684,bde,48,221
51316609111,ffa,149,199
51316614514,gaa,21,236
51316623648,ecb,293,24
51316630586,gbe,15,172
51316645085,fda,29,109
51316647910,fef,185,239
51316660622,gbb,158,38
51316680663,ecg,64,118
51316683574,dda,237,45
51316685392,ffd,10,88
51316691829,agg,239,56
51316707235,gcd,166,36
51316751458,aee,59,118
51316753276,cab,1,278
51316788270,dbd,70,229
51316788528,cad,59,126
51316793394,ged,46,318
51316808026,ega,98,157
51316851504,ebd,262,14
51316853213,gfg,235,24
51316862056,fbc,121,88
51316863156,bce,132,334
51316872579,cee,110,201
51316899237,cbd,265,147
51316908156,bcc,206,97
51316919023,aag,159,182
51316931423,ebb,254,20
51316951589,edb,165,219
51316952493,aed,90,35
51316954293,bge,176,222
51316954962,bec,17,38
51316961994,fgc,229,20
51316965423,fcd,151,49
51316967219,ebe,3,16
51316968561,ggc,234,291
51316970231,cga,274,180
51316978043,eeb,44,231
51317012278,cag,36,155
51317022622,dag,100,204
51317038199,agb,107,160
51317060439,cec,246,196
51317065517,eaa,249,44
51317070952,gbe,150,166
51317083274,cfa,91,154
51317097428,egc,81,144
51317114888,fge,99,140
51317115946,eeg,100,78
51317129764,ggb,118,172
51317137705,ccb,123,287
51317141208,fgg,77,133
51317148630,gbe,128,192
51317153611,bae,87,234
51317159170,fgd,25,150
51317192908,ceb,124,170
51317218005,gee,215,63
51317222413,ecd,71,81
51317233024,ccg,111,135
51317243091,bef,149,170
51317259425,gcf,65,281
51317300467,bag,140,24
51317318047,dbb,130,10
51317336433,ada,41,115
51317342634,acf,250,166
51317378008,gbf,67,60
51317387436,eff,133,166
51317396173,bff,95,49
51317397629,gca,99,13
51317400126,bgb,123,24
51317405164,eca,203,102
51317409330,ggg,246,53
51317431732,cbb,232,122
51317449968,dgf,30,221
51317481064,efc,70,195
51317481867,ddc,3,233
51317483794,cgc,210,178
51317509932,gdg,140,268
51317517096,bbf,153,277
51317532657,bcd,16,276
51317537510,dfa,65,231
51317595187,feg,11,229
51317607205,fcg,29,89
51317625043,cec,224,182
51317677120,bca,64,37
51317713404,bee,17,168
51317739668,ega,24,144
51317741939,fae,105,184
51317749139,gde,208,89
51317755833,abd,159,5
51317756784,ebg,217,209
51317760773,caf,158,163
51317769768,gdf,260,180
51317777154,gfb,116,270
51317796026,cdc,38,188
51317863665,adg,205,210
51317873854,bfa,111,154
51317916379,acg,106,18
51317934632,gef,63,88
51317937821,caa,108,305
51317950863,bbb,108,155
51317963094,acd,259,84
51317965277,gda,38,97
51317971995,cae,127,425
51317974003,agf,283,309
51317995631,ead,139,285
51318018951,ddb,152,94
51318022331,bfc,274,227
51318033095,cde,25,17
51318033697,bde,169,201
51318042362,daa,178,221
51318050078,bbb,121,176
51318082520,gfb,230,321
51318098551,efe,212,128
51318113077,aaf,276,123
51318147532,bed,260,57
51318199397,ffe,135,66
51318217542,gfd,20,277
51318239769,faf,125,225
51318267043,fee,161,142
51318267654,dcf,211,133
51318272835,agf,58,364
51318275862,aad,52,149
51318278233,fdb,35,25
51318286810,gge,103,37
51318342119,gbd,250,160
